,Counter,Date,User,Comment
86,87,"April 16, 2007 6:28PM","
basiliskst ","best car choice individual varies depending upon person find important.for instance , 've always liked honda honda drive never included honda final list shopping ? ? back seat room n't compare well competitor . back seat deficit span several generation honda . honda perfect car lot people . 's right choice me.i think lack back seat room biggest problem ford 's contour . n't honda 's reputation reliability quality make-up lack rear seat legroom.there lot preference priority influence individual 's choice . local dealer matter . toyota manufacturing may great , local toyota dealer terrible ( like ) , great toyota bad choice . car good enough make bad dealer experience.i wish people would nuanced critique . resale value reliability priority people balance spending money . repeating nauseum well-known strength never exploring vice virtue disservice people looking reason differentiate spectrum choice available marketplace . , statistical variation `` quality `` `` reliability `` often far smaller perception . market failure acknowledge real improvement sends inconsistent message manufacturer ."
87,88,"April 16, 2007 6:47PM","
thegraduate ","'ll agree , `` compact `` honda 1997 previous ( 1996 , back seat like today 's honda ) small back seat . tried recent honda ? think 'll find competitive car class ( nissan , toyota toyota , 6 ) .i 2006 well 1996 honda , compare . 'll agree back seat room n't plentiful older model , 1998 gained 3 inch rear legroom , 2003 redesign . 1997 , `` compact `` car , moved `` midsize `` 1998.just something may consider n't looked honda lately , look ."
88,89,"April 16, 2007 7:15PM","
scape2 ",", 2000 honda n't great , issue ..."
89,90,"April 16, 2007 7:22PM","
scape2 ",visit site . toyota toyota owner around net starting question v6 auto mpg posted toyota .. site research .. http : //www.fueleconomy.gov/feg/calculatorselectengine.jsp ? year=2007 & make=toyota & - model=camry
90,91,"April 16, 2007 7:23PM","
scape2 ",around seen reliability data posted last comparison room . shall go back start posting ?
91,92,"April 16, 2007 7:24PM","
elroy5 ","back seat room n't compare well competitor . competitor ? please explain.no car good enough make bad dealer experience.dealer experience mean little , n't go ( buy maintenance part ) . wish people would nuanced critiques.so nuance would like comment ? maybe advise here.further , statistical variation `` quality `` `` reliability `` often far smaller perceptions.read wrote . n't think meant said . : confuse :"
92,93,"April 16, 2007 7:35PM","
zzzoom6 ","almost every vehicle 've able get school work back , entertaining autocross hpde companion.no midsize car designed . even 6. actually 6 done quite well world challenge touring car championship last year . granted 's souped version many aftermarket part , show good chassis 6 . keep mind , 6 midsize group chosen consumer 's digest sporty car 2007. know several people autocross 6 quite well class . even rank poorly , 6 fun drive , top autocross course always make better driver since better understand limit car . perhaps 6 , despite 's oldest design segment , continues rated highly writer find driving enjoyable/ fun way get b. edmunds wrote summary chose mazda 6 editor 's desired $ 25k 2007 , `` ... 6 offer toyota , capability class surprisingly affordable price . fun drive , smooth power delivery automatic , 6 feature slick-shifting manual transmission choose . design simple tasteful inside . `` person like occasionally turn faster others like find gap traffic get ahead , enjoy mazda 6 's great handling characteristic ."
93,94,"April 16, 2007 7:55PM","
elroy5 ","scape2 , know like ford , happy . give toyota toyota rest , please . n't buy , n't . zzzzoom6 , mazda 6 sound like kind car . 44 year old , n't drive car like 's toy . `` fun `` 'm looking . enjoyable drive . 'm kind middle ground ( old 6 , young buick ) . honda perfectly middle , like ."
94,95,"April 16, 2007 8:09PM","
thegraduate ",", posted earlier , thanks ."
95,96,"April 16, 2007 8:10PM","
scape2 ","wait minute . supposed comparison room right ? someone posted mpg figure v6 toyota toyota , touting v6 offer great mpg hp right ? questioning mpg figure touted toyota , others around net . site prof people questioning high mpg number manufacturer say car supposed get . give rest ? toyota toyota questioned ? : confuse :"
96,97,"April 16, 2007 8:11PM","
zzzoom6 ","actually , think 'd quite happy honda ( much happier , think , next gen honda ) . fact second third list car would bought . flexibility hatchback sealed deal 6 . 've 2 honda past liked lot , especially coupe learned handy hatchback still looking good . especially like honda 's center console manual tranny - favorite class . really , could make strong case honda . came signing dotted line , stronger case mazda based want need . btw - suspension/ ride viewpoint , n't think honda middle group . 'd rate top 3 firmest suspension group ( granted none car really `` firm `` suspension ... 're family car ; firmer others ) ."
97,98,"April 16, 2007 8:11PM","
scape2 ","fun , go msn reliability data compare 2003 ford 2003 honda . surprise ! asked anyone , would say ford unrelaible honda reliable .. ? check makes/models well , surprise .. : shade :"
98,99,"April 16, 2007 8:16PM","
thegraduate ","give rest ? toyota toyota questioned ? , would bit different n't gone road last room , got shut redundant arguing.why constantly imply toyota toyota honda pillar greatness , tout martyr buying `` lowly ford ford ? `` 've already said today , 'll say ... honda toyota owner think ford owner bought sub-par vehicle , n't meet need well , , last checked , . wanted fun car , v6 , great styling , reasonable price . ford certainly delivers . wanted fun car , great economy , best interior budget . , honda delivers.do cry `` look , took chance poor old honda `` though ? , 'm busy driving ! n't sarcastically berate car manufacturer , like constantly honda , especially toyota . please give rest forum get control get shut ."
99,100,"April 16, 2007 8:18PM","
thegraduate ","go consumer report compare current honda honda current ford . 'll find ford could n't recommended poor reliability , honda honda recommended.this mean nothing board however , like bringing 5 year old economy car n't even made anymore . ask , ? ford honda highly rated , ford honda discussion ."
100,101,"April 16, 2007 8:23PM","
elroy5 ","n't epa mileage estimate ? toyota . frankly , trust mileage , rather epa 's estimate ( actual mileage may vary ) . find epa estimate honda kind low , v6 anyway ."
101,102,"April 16, 2007 8:38PM","
lilengineerboy ","think 90 , honda best fwd manual transmission business . think current honda highly competitive although perhaps class-leading . short throw shift kit like subaru offer would help feel lot.also olden day yore ( mid 90 : p ) pretty easy pick aftermarket suspension component honda firmed quite bit ( shock , sway bar link , bushing ) could button thing dramatically affecting ride quality , slaming thing ground , importantly , knocking stock classes.toyota trd , subaru sti , even chrysler directconnection , honda lack in-house aftermarket performance supplier . place allow add performance without affecting warranty , etc ."
102,103,"April 16, 2007 8:42PM","
thegraduate ","honda lack in-house aftermarket performance supplier.while full line , offer `` a-spec `` upgrade . thought 'd mention . think current honda highly competitive although perhaps class-leading.for current honda near top pack five year introduced ( car except mazda 6 redesigned since ) 'd say honda performed amazing feat . must say , use feel still top pack ( bought obviously well latest test honda , placing ahead kia kia , kia . , toyota toyota , nissan , chrysler , aura.this recent post honda price paid forum : earlier month purchased 2007 honda honda ( coupe ) honda v-6 automatic transmission navigation $ 25,061.76 ( including tax tag ) . $ 30,000 car $ 25,000 . like honda current iteration , time get steal . price $ 5,000 sticker , fairly typical forum , opposed people imply `` honda dealer n't deal . `` n't true , !"
103,104,"April 17, 2007 3:55AM","
lilengineerboy ","think current honda highly competitive although perhaps class-leading . sorry , clarify . meant regard manual transmission.as far a-spec , start , trd offer supercharger toyota toyota cry loud ."
104,105,"April 17, 2007 4:36AM","
jeffyscott ","ford simply neglected passenger car market favor truck suv 's ... think reversed cause effect . consumer buy car , wanted buy suv truck . ford produced vehicle meet demand . ford still biggest selling vehicle u siverado second.what happened new car ford ? 1995 contour ( smallish midsize car , imo ) introduced never sell well u , new version still going mondeo elsewhere . getting back current mid-size car , recnet past 've read complaint edmunds elsewhere along line `` n't ford bring new mondeo u ? `` well , understanding car start $ 27k europe , anyone really think would sell anything close price ? n't ... could maybe try sell , limited number , lincoln , replacing ford sibling ."
105,106,"April 17, 2007 5:23AM","
jeffyscott ","suspension/ ride viewpoint , n't think honda middle group . 'd rate top 3 firmest suspension groupjust curious would put third group ? addition 6 , liked handling/ride ford , drive nissan honda enough really make good comparison.i drive honda enough really know would like , suspect would . negative noticed steering light . give serious consideration , really n't like appearance top price would much higher mazda . 's wonderful thing car like best lowest selling price group : - ) ."
106,107,"April 17, 2007 5:36AM","
captain2 ",would ford commissioned study vehicle reliability ?
107,108,"April 17, 2007 5:45AM","
captain2 ","jeffyscott- admit , suv euphoria later 90 none 'detroit 3 ' anything develop anything car thing . even fusion/6 decent design plagued antiquated non-competitive drivetrains . gm entrant ? - historically still largely plagued version pushrod v6 really n't . chrysler ? - enough said ."
